loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted
LN389432,C03111,Medical,1466009,1249122,12,15.24,112885.15,0.85,2024-06-30,55,45,0.35,High,0,Insufficient Repayment Capacity,0.79,Rejected,0
LN372334,C03112,Personal,997692,831682,36,14.21,28509.82,0.19,2024-12-17,32,68,0.212,Medium,1,N/A,0.47,Closed,0
LN842336,C03113,Business,1862047,1861507,36,13.41,63089.77,0.68,2025-01-24,53,47,0.338,High,0,Insufficient Repayment Capacity,1.68,Rejected,0
LN565485,C03114,Vehicle,1763817,1480950,24,9.8,68201.7,1.26,2024-11-11,68,32,0.428,High,0,Insufficient Repayment Capacity,2.28,Rejected,0
LN701289,C03115,Business,6901337,5623174,36,10.49,182740.38,0.85,2026-01-26,58,42,0.368,High,0,Insufficient Repayment Capacity,2.17,Rejected,0
LN763110,C03116,Vehicle,3059144,2256956,36,10.83,73708.28,0.79,2024-10-06,73,27,0.458,High,0,Insufficient Repayment Capacity,2.02,Rejected,0
LN580573,C03117,Personal,2575457,2034519,36,17.9,73450.71,0.95,2024-06-26,53,47,0.338,High,0,Insufficient Repayment Capacity,2.18,Rejected,0
LN242849,C03118,Medical,477004,349048,36,15.33,12156.35,0.1,2025-08-24,13,87,0.098,Low,1,N/A,0.24,Closed,0
LN378602,C03119,Home Renovation,2146320,2033540,60,8.93,42143.89,0.46,2025-10-14,30,70,0.2,Medium,1,N/A,1.84,Closed,0
LN202046,C03120,Home Renovation,1448092,1020153,48,10.43,26084.89,0.19,2026-01-04,42,58,0.272,Medium,1,N/A,0.61,Closed,0
LN143350,C03121,Vehicle,606085,428840,24,9.68,19725.51,0.26,2026-01-31,42,58,0.272,Medium,1,N/A,0.47,Closed,0
LN271085,C03122,Home Renovation,3265834,2631131,48,10.35,67175.4,0.48,2026-01-06,42,58,0.272,Medium,1,N/A,1.57,Closed,0
LN265751,C03123,Personal,718540,645547,36,23.52,25164.24,0.23,2025-01-29,57,43,0.362,High,1,N/A,0.5,Closed,0
LN395141,C03124,Home Renovation,2074119,1919751,60,8.56,39442.17,0.48,2025-01-26,20,80,0.14,Low,1,N/A,1.94,Defaulted,1
LN869218,C03125,Personal,2778476,2399162,24,18.6,120472.7,1.04,2024-10-03,33,67,0.218,Medium,0,Insufficient Repayment Capacity,1.73,Rejected,0
LN699935,C03126,Home Renovation,1742760,1719213,60,7.27,34261.91,0.27,2025-09-02,27,73,0.182,Medium,1,N/A,1.12,Closed,0
LN262862,C03127,Education,118665,100496,60,10.86,2178.02,0.33,2025-01-27,58,42,0.368,High,1,N/A,1.26,Closed,0
LN708565,C03128,Education,193113,171486,36,12.96,5774.74,0.24,2025-03-11,68,32,0.428,High,1,N/A,0.6,Active,0
LN903277,C03129,Home Renovation,1245155,889843,60,11.81,19708.74,0.15,2025-03-21,35,65,0.23,Medium,1,N/A,0.56,Closed,0
LN271936,C03130,Vehicle,748526,742549,36,8.15,23320.2,0.2,2025-10-21,28,72,0.188,Medium,1,N/A,0.52,Closed,0
LN589813,C03131,Business,3944455,3473336,48,13.84,94635.5,0.85,2025-04-23,56,44,0.356,High,0,Insufficient Repayment Capacity,2.61,Rejected,0
LN552220,C03132,Vehicle,1380072,1163628,36,8.35,36652.05,0.84,2025-12-05,81,19,0.506,High,0,High Risk,2.23,Rejected,0
LN839566,C03133,Home Renovation,646123,472119,48,11.8,12386.39,0.43,2024-11-01,30,70,0.2,Medium,1,N/A,1.36,Active,0
LN648274,C03134,Personal,2301128,1919686,36,16.59,68050.97,0.63,2025-03-29,50,50,0.32,High,0,Insufficient Repayment Capacity,1.48,Rejected,0
LN546960,C03135,Vehicle,612866,538230,24,10.16,24876.35,0.41,2024-07-28,15,85,0.11,Low,1,N/A,0.74,Closed,0
LN979188,C03136,Personal,1379046,1065512,24,12.4,50356.62,0.45,2025-06-28,5,95,0.05,Low,1,N/A,0.79,Closed,0
LN347671,C03137,Vehicle,666378,559619,24,9.1,25591.73,0.4,2025-12-05,47,53,0.302,Medium,1,N/A,0.74,Defaulted,1
LN784459,C03138,Medical,452931,385934,24,16.25,18942.66,0.21,2026-02-24,43,57,0.278,Medium,1,N/A,0.36,Defaulted,1
LN534663,C03139,Personal,169386,157958,24,14.46,7618.39,0.61,2026-01-15,70,30,0.44,High,1,N/A,1.05,Defaulted,1
LN138953,C03140,Business,2577153,2531798,60,15.08,60337.67,0.7,2024-06-29,51,49,0.326,High,0,Insufficient Repayment Capacity,2.43,Rejected,0
LN504732,C03141,Home Renovation,3378797,2648496,60,11.69,58500.28,0.55,2024-10-09,45,55,0.29,Medium,1,N/A,2.07,Closed,0
LN284335,C03142,Vehicle,6922707,5118525,24,8.99,233815.01,1.58,2025-03-04,63,37,0.398,High,0,Insufficient Repayment Capacity,2.88,Rejected,0
LN542365,C03143,Medical,2958628,2293641,12,14.35,206317.32,2.56,2024-07-21,58,42,0.368,High,0,Insufficient Repayment Capacity,2.37,Rejected,0
LN747452,C03144,Business,4112414,3343582,48,13.7,90865.94,0.55,2024-06-17,55,45,0.35,High,0,Insufficient Repayment Capacity,1.67,Rejected,0
LN863542,C03145,Business,4897174,4721850,48,13.27,127309.09,1.08,2026-03-11,75,25,0.47,High,0,Insufficient Repayment Capacity,3.33,Rejected,0
LN228786,C03146,Medical,1997819,1498225,24,17.47,74414.43,1.45,2025-03-09,58,42,0.368,High,0,Insufficient Repayment Capacity,2.43,Rejected,0
LN491202,C03147,Business,1332829,950484,36,14.29,32619.33,0.13,2024-10-03,18,82,0.128,Low,1,N/A,0.32,Closed,0
LN506793,C03148,Home Renovation,4271586,3557779,60,11.64,78495.12,0.6,2024-07-15,35,65,0.23,Medium,1,N/A,2.25,Active,0
LN903637,C03149,Personal,5558632,4509267,36,15.95,158421.16,1.18,2024-09-27,68,32,0.428,High,0,Insufficient Repayment Capacity,2.81,Rejected,0
LN525937,C03150,Business,3485827,2577030,36,10.23,83432.06,0.88,2026-03-30,63,37,0.398,High,0,Insufficient Repayment Capacity,2.26,Rejected,0
LN199007,C03151,Personal,1644234,1421810,24,20.26,72544.88,1.46,2025-09-11,61,39,0.386,High,0,Insufficient Repayment Capacity,2.39,Rejected,0
LN921015,C03152,Personal,261986,219604,24,16.53,10808.19,0.27,2025-01-06,47,53,0.302,Medium,1,N/A,0.46,Closed,0
LN668039,C03153,Education,136506,111324,48,11.55,2907.05,0.15,2025-04-16,70,30,0.44,High,1,N/A,0.47,Closed,0
LN189454,C03154,Home Renovation,590111,509284,48,10.05,12928.99,0.27,2024-06-14,25,75,0.17,Medium,1,N/A,0.88,Defaulted,1
LN441937,C03155,Home Renovation,2570267,1814290,48,8.46,44684.92,0.24,2025-07-09,25,75,0.17,Medium,1,N/A,0.8,Active,0
LN239189,C03156,Personal,1499183,1304622,24,15.89,63809.8,0.86,2025-04-20,50,50,0.32,High,0,Insufficient Repayment Capacity,1.46,Rejected,0
LN840670,C03157,Medical,2344962,1847444,24,13.28,88074.02,0.69,2026-01-15,55,45,0.35,High,0,Insufficient Repayment Capacity,1.21,Rejected,0
LN883138,C03158,Business,2477578,1832287,48,15.72,51665.15,0.64,2025-12-22,38,62,0.248,Medium,1,N/A,1.89,Closed,0
LN622571,C03159,Personal,1693874,1325525,12,12.89,118323.88,2.81,2026-04-18,33,67,0.218,Medium,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN534279,C03160,Medical,299651,229385,24,18.66,11525.12,0.29,2026-05-22,31,69,0.206,Medium,1,N/A,0.48,Defaulted,1
LN617148,C03161,Personal,300185,289435,24,19.75,14695.7,1.03,2024-09-09,78,22,0.488,High,0,Insufficient Repayment Capacity,1.69,Rejected,0
LN789681,C03162,Personal,6350323,4843009,12,20.2,449093.45,3.19,2026-02-11,31,69,0.206,Medium,0,Insufficient Repayment Capacity,2.87,Rejected,0
LN522216,C03163,Home Renovation,1125024,787824,48,9.64,19845.32,0.5,2025-12-05,40,60,0.26,Medium,1,N/A,1.64,Closed,0
LN485124,C03164,Business,3819370,3188946,36,12.41,106544.2,1.01,2026-02-07,56,44,0.356,High,0,Insufficient Repayment Capacity,2.52,Rejected,0
LN216454,C03165,Personal,248373,213307,24,19.91,10847.05,0.43,2024-10-02,68,32,0.428,High,1,N/A,0.7,Defaulted,1
LN615641,C03166,Business,1709146,1464823,60,11.87,32488.03,0.58,2025-10-08,53,47,0.338,High,0,Insufficient Repayment Capacity,2.2,Rejected,0
LN554952,C03167,Vehicle,262290,248886,60,9.06,5173.71,0.04,2026-02-26,25,75,0.17,Medium,1,N/A,0.14,Closed,0
LN359267,C03168,Medical,975789,736735,36,15.37,25672.85,0.26,2025-01-17,35,65,0.23,Medium,1,N/A,0.63,Closed,0
LN126768,C03169,Personal,179681,145442,24,18.57,7301.18,0.26,2024-11-04,46,54,0.296,Medium,1,N/A,0.43,Closed,0
LN365355,C03170,Business,823194,722742,60,12.33,16197.78,0.58,2024-11-22,38,62,0.248,Medium,1,N/A,2.16,Closed,0
LN898526,C03171,Personal,2020074,1646190,36,10.96,53862.97,0.95,2025-12-09,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.41,Rejected,0
LN889463,C03172,Business,1494323,1046616,48,12.64,27891.44,0.41,2026-02-06,18,82,0.128,Low,1,N/A,1.28,Active,0
LN708993,C03173,Personal,2981997,2663424,12,13.1,238014.75,3.2,2026-04-30,56,44,0.356,High,0,Insufficient Repayment Capacity,2.98,Rejected,0
LN566305,C03174,Vehicle,1067731,837931,60,9.81,17725.32,0.09,2025-02-21,35,65,0.23,Medium,1,N/A,0.35,Active,0
LN660200,C03175,Vehicle,1452936,1432425,60,10.12,30519.44,0.22,2025-01-24,20,80,0.14,Low,1,N/A,0.86,Closed,0
LN440634,C03176,Home Renovation,4816935,3649877,48,10.88,94120.42,0.67,2024-12-29,58,42,0.368,High,0,Insufficient Repayment Capacity,2.17,Rejected,0
LN139506,C03177,Vehicle,996039,697684,48,8.74,17275.89,0.55,2025-10-10,70,30,0.44,High,0,Insufficient Repayment Capacity,1.84,Rejected,0
LN488922,C03178,Home Renovation,520253,378022,60,8.13,7688.46,0.1,2024-07-03,5,95,0.05,Low,1,N/A,0.4,Defaulted,1
LN730953,C03179,Personal,3038912,2847671,24,23.49,149835.6,1.0,2025-02-19,60,40,0.38,High,0,Insufficient Repayment Capacity,1.58,Rejected,0
LN871654,C03180,Vehicle,606860,564462,48,10.59,14476.68,0.13,2025-08-18,35,65,0.23,Medium,1,N/A,0.42,Closed,0
LN989807,C03181,Home Renovation,1953852,1482679,48,11.96,39015.51,0.49,2024-08-26,47,53,0.302,Medium,1,N/A,1.55,Active,0
LN372191,C03182,Home Renovation,139192,123501,60,8.41,2528.46,0.03,2024-11-01,8,92,0.068,Low,1,N/A,0.13,Closed,0
LN456626,C03183,Vehicle,2285502,1599952,60,9.6,33680.21,0.26,2026-05-14,23,77,0.158,Low,1,N/A,1.02,Closed,0
LN264445,C03184,Business,3736824,2667099,48,10.87,68764.31,0.59,2025-05-02,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.9,Rejected,0
LN733419,C03185,Personal,4415445,4113613,24,13.61,196749.37,1.73,2025-03-14,63,37,0.398,High,0,Insufficient Repayment Capacity,3.02,Rejected,0
LN288158,C03186,Personal,3479561,2933988,12,13.73,263061.74,1.5,2026-06-03,65,35,0.41,High,0,Insufficient Repayment Capacity,1.4,Rejected,0
LN305451,C03187,Business,4975080,3906402,48,13.35,105478.85,0.76,2025-05-20,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.35,Rejected,0
LN929307,C03188,Home Renovation,2318310,2203928,60,8.42,45132.03,0.34,2025-04-30,20,80,0.14,Low,1,N/A,1.37,Active,0
LN848339,C03189,Vehicle,5950679,5420193,36,9.82,174436.69,1.21,2025-06-14,58,42,0.368,High,0,Insufficient Repayment Capacity,3.14,Rejected,0
LN972701,C03190,Home Renovation,2034086,1968533,48,11.08,50954.28,0.82,2025-01-17,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN835481,C03191,Personal,50847,38153,36,18.28,1384.69,0.13,2025-07-11,100,0,0.62,High,0,High Risk,0.3,Rejected,0
LN308399,C03192,Home Renovation,1979861,1886792,48,9.26,47186.18,0.32,2025-09-21,47,53,0.302,Medium,1,N/A,1.07,Defaulted,1
LN272543,C03193,Vehicle,869374,649062,36,11.53,21412.73,0.42,2024-10-15,32,68,0.212,Medium,1,N/A,1.07,Active,0
LN786805,C03194,Education,218588,198311,60,12.95,4507.11,0.22,2025-09-08,75,25,0.47,High,1,N/A,0.8,Active,0
LN897606,C03195,Personal,453359,409602,12,22.34,38403.5,0.45,2024-11-11,32,68,0.212,Medium,1,N/A,0.4,Defaulted,1
LN363392,C03196,Personal,5298203,4831803,24,15.87,236280.09,1.65,2025-01-31,53,47,0.338,High,0,Insufficient Repayment Capacity,2.82,Rejected,0
LN553921,C03197,Vehicle,2844018,2412021,48,9.89,61047.74,0.6,2025-10-18,70,30,0.44,High,0,Insufficient Repayment Capacity,1.97,Rejected,0
LN860496,C03198,Personal,2081803,2038637,12,17.9,186805.22,1.64,2025-07-30,70,30,0.44,High,0,Insufficient Repayment Capacity,1.49,Rejected,0
LN904017,C03199,Personal,776628,743410,24,19.98,37829.19,1.01,2025-01-06,65,35,0.41,High,0,Insufficient Repayment Capacity,1.66,Rejected,0
LN853811,C03200,Personal,2323683,1820711,36,20.42,68054.41,0.99,2024-10-27,51,49,0.326,High,0,Insufficient Repayment Capacity,2.2,Rejected,0
LN267545,C03201,Medical,1625911,1584863,24,16.1,77675.57,1.66,2025-12-11,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.82,Rejected,0
LN172987,C03202,Home Renovation,2447695,2378058,48,11.41,61936.72,0.65,2024-07-20,63,37,0.398,High,0,Insufficient Repayment Capacity,2.08,Rejected,0
LN859540,C03203,Personal,70523,65024,12,20.45,6037.48,0.42,2024-08-29,100,0,0.62,High,0,High Risk,0.38,Rejected,0
LN707017,C03204,Business,995038,915639,48,15.61,25766.94,1.02,2025-06-16,53,47,0.338,High,0,Insufficient Repayment Capacity,3.02,Rejected,0
LN256868,C03205,Personal,3190283,2858230,36,22.15,109379.02,0.75,2025-10-02,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.64,Rejected,0
LN584039,C03206,Medical,3427483,3153334,36,18.54,114856.6,1.23,2024-10-26,63,37,0.398,High,0,Insufficient Repayment Capacity,2.81,Rejected,0
LN395957,C03207,Home Renovation,1336974,1002940,60,11.06,21836.37,0.11,2026-04-22,20,80,0.14,Low,1,N/A,0.41,Closed,0
LN347361,C03208,Home Renovation,2793100,2782548,60,9.99,59107.23,0.8,2025-04-19,63,37,0.398,High,0,Insufficient Repayment Capacity,3.15,Rejected,0
LN357928,C03209,Vehicle,3924405,3485143,24,11.54,163310.12,1.09,2024-12-31,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.94,Rejected,0
LN328031,C03210,Personal,1293752,981408,24,18.21,49095.55,1.45,2025-07-22,68,32,0.428,High,0,Insufficient Repayment Capacity,2.41,Rejected,0
LN562805,C03211,Business,1133619,978809,60,14.73,23147.3,0.75,2026-04-02,58,42,0.368,High,0,Insufficient Repayment Capacity,2.65,Rejected,0
LN127231,C03212,Medical,481910,418846,12,13.96,37599.09,0.25,2025-04-24,42,58,0.272,Medium,1,N/A,0.23,Defaulted,1
LN389640,C03213,Vehicle,1834814,1716276,24,10.84,79864.48,0.8,2025-07-18,50,50,0.32,High,0,Insufficient Repayment Capacity,1.43,Rejected,0
LN192551,C03214,Medical,436045,372283,24,19.11,18786.17,0.08,2024-12-22,50,50,0.32,High,1,N/A,0.12,Defaulted,1
LN113793,C03215,Medical,570185,504092,24,14.16,24241.03,0.45,2025-02-05,22,78,0.152,Low,1,N/A,0.78,Closed,0
LN418885,C03216,Medical,2734641,2271740,36,11.33,74729.37,0.97,2025-06-26,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.45,Rejected,0
LN344723,C03217,Personal,153003,132691,12,14.42,11940.18,0.62,2025-07-01,80,20,0.5,High,0,Insufficient Repayment Capacity,0.57,Rejected,0
LN224831,C03218,Medical,3137813,3065166,36,18.8,112047.08,1.27,2024-10-03,59,41,0.374,High,0,Insufficient Repayment Capacity,2.89,Rejected,0
LN208475,C03219,Medical,3285199,2902063,12,17.84,265840.18,2.85,2026-05-04,68,32,0.428,High,0,Insufficient Repayment Capacity,2.59,Rejected,0
LN943365,C03220,Business,804612,756076,48,13.3,20396.38,0.38,2025-04-19,32,68,0.212,Medium,1,N/A,1.16,Active,0
LN223533,C03221,Education,252577,250882,60,13.71,5799.93,0.33,2025-03-20,51,49,0.326,High,1,N/A,1.18,Closed,0
LN684747,C03222,Personal,8914524,8716132,36,16.44,308330.1,1.42,2024-10-15,50,50,0.32,High,0,Insufficient Repayment Capacity,3.35,Rejected,0
LN752732,C03223,Personal,1682713,1407691,12,17.71,128862.9,2.55,2024-06-08,61,39,0.386,High,0,Insufficient Repayment Capacity,2.32,Rejected,0
LN151184,C03224,Education,300348,280834,60,10.8,6078.04,0.25,2024-11-26,68,32,0.428,High,1,N/A,0.94,Active,0
LN738236,C03225,Home Renovation,4402384,4018315,60,11.07,87508.25,0.58,2024-09-30,63,37,0.398,High,0,Insufficient Repayment Capacity,2.21,Rejected,0
LN368929,C03226,Vehicle,1613455,1148815,24,11.08,53586.46,0.99,2025-04-30,55,45,0.35,High,0,Insufficient Repayment Capacity,1.77,Rejected,0
LN555224,C03227,Medical,69553,53677,12,19.48,4958.99,0.43,2024-07-19,70,30,0.44,High,1,N/A,0.39,Active,0
LN500501,C03228,Business,3953589,3210749,36,14.13,109938.63,0.88,2026-01-17,28,72,0.188,Medium,0,Insufficient Repayment Capacity,2.13,Rejected,0
LN153473,C03229,Personal,393268,383046,24,21.54,19784.81,0.83,2026-05-02,83,17,0.518,High,0,High Risk,1.34,Rejected,0
LN960750,C03230,Vehicle,1753477,1622458,48,9.95,41110.78,0.91,2024-11-29,53,47,0.338,High,0,Insufficient Repayment Capacity,2.98,Rejected,0
LN734400,C03231,Vehicle,200000,148351,24,12.42,7012.53,1.18,2025-04-10,100,0,0.62,High,0,High Risk,2.08,Rejected,0
LN160617,C03232,Medical,4599141,3410485,24,16.15,167232.49,1.55,2025-09-03,68,32,0.428,High,0,Insufficient Repayment Capacity,2.63,Rejected,0
LN786611,C03233,Home Renovation,366487,259701,48,8.19,6363.25,0.11,2025-11-01,43,57,0.278,Medium,1,N/A,0.36,Active,0
LN642481,C03234,Vehicle,4387419,4230638,24,9.09,193450.35,1.59,2024-11-08,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.9,Rejected,0
LN494929,C03235,Personal,116754,105679,12,18.03,9690.16,0.41,2026-01-17,58,42,0.368,High,1,N/A,0.38,Active,0
LN453898,C03236,Vehicle,415025,373501,60,10.47,8022.44,0.07,2025-03-13,10,90,0.08,Low,1,N/A,0.26,Defaulted,1
LN123675,C03237,Home Renovation,761322,753595,48,7.18,18108.77,0.14,2024-12-17,0,100,0.02,Low,1,N/A,0.49,Closed,0
LN344286,C03238,Vehicle,248540,211094,48,8.97,5250.08,0.04,2025-07-04,20,80,0.14,Low,1,N/A,0.15,Closed,0
LN449755,C03239,Vehicle,973776,884713,48,8.98,22007.72,0.32,2024-06-08,10,90,0.08,Low,1,N/A,1.09,Active,0
LN830643,C03240,Medical,4854735,3547022,36,16.45,125492.23,0.52,2025-06-19,50,50,0.32,High,1,N/A,1.23,Active,0
LN714264,C03241,Medical,784129,571331,12,13.4,51137.01,0.37,2025-03-20,17,83,0.122,Low,1,N/A,0.34,Active,0
LN895321,C03242,Personal,1122169,936235,36,19.99,34789.08,1.09,2024-09-20,68,32,0.428,High,0,Insufficient Repayment Capacity,2.45,Rejected,0
LN658915,C03243,Vehicle,5257966,5185237,48,11.74,135886.18,1.09,2024-06-26,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.46,Rejected,0
LN228161,C03244,Vehicle,1481196,1381596,24,11.72,64856.01,0.48,2025-10-17,65,35,0.41,High,0,Insufficient Repayment Capacity,0.86,Rejected,0
LN487559,C03245,Vehicle,704361,655037,36,10.27,21219.33,0.79,2025-11-22,71,29,0.446,High,0,Insufficient Repayment Capacity,2.02,Rejected,0
LN392541,C03246,Personal,344090,277235,36,20.26,10339.81,0.49,2025-02-27,63,37,0.398,High,1,N/A,1.09,Defaulted,1
LN384197,C03247,Medical,1480458,1463672,24,13.64,70026.44,0.59,2025-07-16,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.03,Rejected,0
LN484179,C03248,Medical,784130,681062,24,12.32,32161.82,1.03,2024-09-29,73,27,0.458,High,0,Insufficient Repayment Capacity,1.82,Rejected,0
LN137155,C03249,Vehicle,1191061,1070979,36,11.47,35301.33,0.28,2025-10-18,52,48,0.332,High,1,N/A,0.71,Defaulted,1
LN244644,C03250,Personal,1712854,1437284,36,16.71,51035.89,1.15,2025-11-11,68,32,0.428,High,0,Insufficient Repayment Capacity,2.7,Rejected,0
LN108355,C03251,Personal,6179600,4545075,12,18.91,418663.36,2.02,2026-04-25,55,45,0.35,High,0,Insufficient Repayment Capacity,1.83,Rejected,0
LN824222,C03252,Business,1301946,1094698,60,14.08,25517.13,0.33,2024-09-25,65,35,0.41,High,1,N/A,1.17,Closed,0
LN178726,C03253,Vehicle,2501182,2137114,60,9.94,45344.29,0.31,2025-10-03,20,80,0.14,Low,1,N/A,1.23,Closed,0
LN761840,C03254,Vehicle,367007,366669,60,8.19,7468.11,0.14,2026-04-25,5,95,0.05,Low,1,N/A,0.56,Active,0
LN968730,C03255,Personal,221395,175556,12,23.22,16534.31,0.68,2026-02-05,83,17,0.518,High,0,High Risk,0.6,Rejected,0
LN414307,C03256,Vehicle,2438805,1870904,60,9.92,39677.58,0.65,2024-08-15,40,60,0.26,Medium,1,N/A,2.57,Active,0
LN897067,C03257,Vehicle,2269947,2253913,24,8.66,102618.18,1.0,2024-10-23,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.82,Rejected,0
LN365190,C03258,Medical,149423,133075,36,16.3,4698.26,0.16,2025-01-27,68,32,0.428,High,1,N/A,0.38,Defaulted,1
LN420156,C03259,Education,167991,129553,60,10.82,2805.18,0.24,2025-10-09,58,42,0.368,High,1,N/A,0.92,Closed,0
LN615074,C03260,Home Renovation,922753,813538,48,9.12,20291.31,0.73,2026-04-18,49,51,0.314,Medium,0,Insufficient Repayment Capacity,2.44,Rejected,0
LN482766,C03261,Personal,379495,284882,36,23.55,11109.53,0.09,2025-01-20,10,90,0.08,Low,1,N/A,0.2,Closed,0
LN533901,C03262,Vehicle,1065014,965707,48,8.14,23639.24,0.53,2025-01-04,33,67,0.218,Medium,0,Insufficient Repayment Capacity,1.81,Rejected,0
LN929794,C03263,Medical,6584384,5440455,24,19.74,276205.8,1.15,2025-08-18,65,35,0.41,High,0,Insufficient Repayment Capacity,1.89,Rejected,0
LN706002,C03264,Home Renovation,164354,151754,60,11.93,3370.32,0.13,2026-01-18,43,57,0.278,Medium,1,N/A,0.5,Closed,0
LN372940,C03265,Business,878684,733454,48,12.02,19321.86,0.5,2026-01-02,30,70,0.2,Medium,1,N/A,1.59,Active,0
LN812472,C03266,Business,6753881,5658158,36,15.87,198561.09,1.2,2025-06-18,58,42,0.368,High,0,Insufficient Repayment Capacity,2.85,Rejected,0
LN325777,C03267,Business,1749377,1595366,60,10.61,34377.64,0.27,2025-04-23,47,53,0.302,Medium,1,N/A,1.05,Active,0
LN928652,C03268,Home Renovation,3576968,3265600,48,9.78,82479.46,0.83,2025-03-06,58,42,0.368,High,0,Insufficient Repayment Capacity,2.73,Rejected,0
LN402979,C03269,Education,471902,390404,36,10.56,12700.13,0.48,2025-06-26,68,32,0.428,High,0,Insufficient Repayment Capacity,1.23,Rejected,0
LN856250,C03270,Personal,675037,481314,24,20.59,24635.81,0.78,2025-09-29,63,37,0.398,High,0,Insufficient Repayment Capacity,1.27,Rejected,0
LN381350,C03271,Vehicle,2612312,2113612,36,10.56,68757.37,0.58,2025-05-25,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.49,Rejected,0
LN739631,C03272,Personal,503780,450629,36,18.72,16454.54,0.33,2024-06-09,37,63,0.242,Medium,1,N/A,0.75,Closed,0
LN668112,C03273,Education,346175,344845,48,10.03,8751.13,0.34,2024-12-28,73,27,0.458,High,1,N/A,1.12,Defaulted,1
LN698805,C03274,Business,2737395,2176197,60,10.46,46731.85,0.56,2026-03-28,73,27,0.458,High,0,Insufficient Repayment Capacity,2.19,Rejected,0
LN500604,C03275,Vehicle,1418108,1180073,36,8.86,37449.16,0.3,2025-04-13,20,80,0.14,Low,1,N/A,0.78,Defaulted,1
LN497288,C03276,Education,112130,106584,48,10.51,2729.43,0.19,2025-03-19,73,27,0.458,High,1,N/A,0.63,Active,0
LN644284,C03277,Medical,875977,623298,36,11.26,20482.81,0.5,2025-10-09,53,47,0.338,High,0,Insufficient Repayment Capacity,1.28,Rejected,0
LN315323,C03278,Home Renovation,2208379,1653933,48,9.96,41916.25,0.81,2026-03-14,51,49,0.326,High,0,Insufficient Repayment Capacity,2.68,Rejected,0
LN297447,C03279,Vehicle,2260477,2257380,24,11.02,105232.56,0.94,2026-04-05,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.69,Rejected,0
LN648261,C03280,Personal,50000,45504,12,23.14,4283.92,0.78,2025-06-08,100,0,0.62,High,0,High Risk,0.69,Rejected,0
LN118928,C03281,Medical,234098,212664,12,13.1,19004.55,0.56,2025-10-09,60,40,0.38,High,0,Insufficient Repayment Capacity,0.53,Rejected,0
